edad,genero,zona,tipo_empleo,antiguedad,ingresos,score_crediticio,pagos_previos,creditos_previos,monto_credito,plazo_meses,destino_credito,tipo_garantia,valor_garantia,precio_soya,precio_vino,uso_productos,default_12m
39,F,Urbana,Dependiente,29,4023.95,580.0,1,2,100675,6,Comercial,Vehiculo,30287.67,453.01,49.07,3,1
20,F,Urbana,Dependiente,29,4344.76,757.0,4,9,137531,48,Comercial,Inmueble,199547.32,404.5,47.68,3,0
29,M,Rural,Agricola,16,4517.35,743.0,3,4,63289,48,Consumo,Ninguna,32238.46,400.87,51.14,1,1
45,M,Rural,Agricola,15,586.5,607.0,4,5,28177,36,Comercial,Vehiculo,16859.93,464.11,58.78,1,0
47,F,Rural,Dependiente,12,5241.92,850.0,4,0,4423,6,Comercial,Vehiculo,6133.61,417.43,47.72,2,0
43,F,Rural,Dependiente,23,6094.72,686.0,0,0,62001,6,Consumo,Ninguna,19008.87,420.08,50.64,4,0
65,M,Rural,Agricola,23,3303.31,692.0,5,9,45940,36,Consumo,Vehiculo,68430.72,413.69,47.35,3,0
38,M,Urbana,Dependiente,21,4871.97,542.0,5,2,137433,24,Comercial,Vehiculo,47159.97,453.04,47.38,0,0
45,F,Rural,Dependiente,22,5065.78,490.0,2,1,2401,6,Comercial,Ninguna,1067.62,473.6,45.06,3,0
43,F,Urbana,Dependiente,25,5796.48,658.0,0,0,67948,60,Agricola,Inmueble,39962.13,421.75,44.64,3,0
50,F,Urbana,Dependiente,26,4519.75,797.0,5,7,23814,60,Agricola,Vehiculo,19681.46,480.44,58.18,3,0
38,F,Rural,Independiente,17,5363.42,512.0,4,0,4230,12,Agricola,Vehiculo,3900.66,406.14,44.68,1,0
52,F,Rural,Comerciante,20,2641.45,693.0,1,9,106825,12,Consumo,Vehiculo,45471.36,412.93,38.76,4,0
69,M,Urbana,Agricola,11,2877.19,687.0,1,7,105153,6,Agricola,Inmueble,40842.34,436.83,48.75,4,0
51,F,Urbana,Independiente,22,5189.84,792.0,0,4,109998,48,Comercial,Ninguna,37204.72,399.58,54.11,3,0
58,F,Urbana,Independiente,24,4132.65,771.0,1,3,39824,60,Comercial,Vehiculo,24217.01,436.51,55.46,4,0
68,M,Urbana,Independiente,0,1970.86,693.0,4,7,120410,60,Consumo,Vehiculo,169277.14,407.04,40.83,2,0
64,M,Rural,Independiente,14,5055.99,672.0,3,7,51416,36,Agricola,Inmueble,39477.77,381.4,54.68,1,0
35,F,Urbana,Dependiente,2,2460.4,615.0,4,7,101563,60,Comercial,Vehiculo,123582.76,376.44,60.35,1,0
28,F,Urbana,Agricola,5,8824.18,577.0,5,2,72812,48,Comercial,Ninguna,38461.18,411.91,43.9,4,0
40,M,Urbana,Comerciante,13,1018.2,624.0,3,7,59876,12,Comercial,Vehiculo,22610.08,430.44,46.96,3,0
65,F,Urbana,Dependiente,22,4584.29,580.0,1,0,56572,12,Comercial,Vehiculo,54599.66,385.97,40.61,3,0
39,F,Urbana,Agricola,5,2714.16,671.0,2,3,88304,36,Comercial,Ninguna,113604.06,424.46,59.12,3,0
34,M,Rural,Independiente,0,5965.39,677.0,2,4,89668,12,Agricola,Inmueble,123576.12,424.54,39.05,4,0
22,F,Urbana,Independiente,19,3855.39,655.0,4,5,115266,24,Comercial,Ninguna,110130.38,415.81,45.6,3,0
61,M,Urbana,Dependiente,5,6120.53,690.0,4,4,76111,12,Agricola,Ninguna,49688.21,396.84,52.71,4,0
28,M,Urbana,Agricola,7,5727.74,639.0,1,4,74367,60,Consumo,Ninguna,32082.97,426.01,43.9,0,1
47,M,Urbana,Agricola,25,2791.6,756.0,2,4,69348,48,Comercial,Vehiculo,76379.02,416.44,42.07,4,0
32,M,Rural,Agricola,14,3336.27,701.0,2,8,24357,48,Consumo,Vehiculo,15503.82,444.54,47.69,2,0
44,F,Urbana,Dependiente,13,3948.77,636.0,4,9,114234,24,Agricola,Ninguna,149961.24,387.68,62.34,3,0
52,M,Rural,Dependiente,15,4391.95,575.0,5,9,86321,48,Consumo,Inmueble,88577.89,422.85,46.46,3,1
50,F,Urbana,Independiente,19,4185.67,673.0,2,2,38783,48,Comercial,Ninguna,51606.76,388.2,46.76,1,0
37,F,Urbana,Independiente,22,5664.98,783.0,4,1,126985,48,Agricola,Vehiculo,124443.22,414.07,41.31,4,1
33,F,Urbana,Independiente,15,4874.32,733.0,0,9,52703,6,Consumo,Ninguna,64618.67,392.62,50.31,0,0
51,F,Urbana,Comerciante,26,3519.76,748.0,2,1,117839,24,Consumo,Inmueble,76968.45,397.07,53.3,3,1
19,F,Rural,Agricola,18,3040.08,745.0,3,7,89557,24,Consumo,Inmueble,80930.02,419.9,44.36,1,1
52,M,Urbana,Independiente,23,3194.57,789.0,1,4,66923,12,Consumo,Inmueble,21635.38,405.86,51.21,4,0
57,M,Urbana,Dependiente,0,5027.99,758.0,4,4,65748,60,Agricola,Ninguna,67680.87,456.67,44.41,1,0
45,M,Urbana,Dependiente,3,4191.08,693.0,2,5,79728,24,Comercial,Vehiculo,74983.16,449.48,36.64,0,0
64,M,Urbana,Agricola,23,7828.5,643.0,2,8,118849,36,Comercial,Vehiculo,143372.16,440.12,50.74,4,0
56,F,Rural,Agricola,9,4499.61,759.0,5,6,3380,24,Agricola,Vehiculo,3970.65,439.62,60.45,3,0
23,M,Urbana,Agricola,19,4801.97,462.0,4,4,124256,36,Consumo,Vehiculo,130859.01,423.26,40.82,4,1
26,F,Urbana,Independiente,17,1618.34,794.0,3,4,95389,48,Comercial,Inmueble,35105.3,452.62,49.08,3,1
37,F,Rural,Dependiente,1,2359.1,742.0,2,9,1743,60,Consumo,Ninguna,2411.64,412.65,55.86,2,1
18,M,Urbana,Comerciante,3,2705.76,827.0,0,8,41124,36,Comercial,Vehiculo,13226.43,472.98,47.39,3,1
25,M,Urbana,Comerciante,14,3647.15,579.0,1,8,145200,60,Comercial,Vehiculo,183521.36,396.45,39.44,1,0
40,M,Urbana,Independiente,28,2128.42,785.0,4,1,119174,60,Agricola,Vehiculo,104302.95,391.78,48.27,0,0
20,M,Rural,Dependiente,3,2652.11,740.0,2,6,46653,6,Agricola,Ninguna,59790.12,385.13,56.94,4,0
21,F,Rural,Independiente,15,5563.9,625.0,5,9,47072,60,Consumo,Ninguna,40391.72,389.48,44.96,2,0
42,F,Urbana,Comerciante,14,3124.22,668.0,5,0,123214,48,Consumo,Vehiculo,132618.35,379.27,49.39,2,0
64,M,Urbana,Agricola,17,4434.38,661.0,1,3,42302,36,Comercial,Inmueble,31130.83,425.35,41.68,2,0
55,F,Rural,Agricola,6,5447.42,647.0,4,1,78011,60,Consumo,Inmueble,93021.45,441.35,47.4,1,0
32,F,Urbana,Dependiente,14,6014.59,559.0,4,9,107452,48,Comercial,Ninguna,65009.69,420.85,50.32,3,1
38,F,Urbana,Dependiente,21,4968.04,786.0,4,8,32898,6,Consumo,Ninguna,38267.84,385.37,48.76,2,0
52,M,Urbana,Dependiente,10,5064.39,595.0,3,5,104620,48,Agricola,Vehiculo,55664.03,408.26,45.41,0,1
63,F,Rural,Comerciante,18,6063.64,586.0,0,3,18889,48,Comercial,Vehiculo,22035.93,441.04,50.66,0,0
69,M,Urbana,Independiente,7,5162.83,788.0,5,2,143024,24,Comercial,Inmueble,93309.65,411.45,52.02,4,0
31,M,Urbana,Agricola,23,6156.68,554.0,4,3,46985,12,Comercial,Vehiculo,29805.32,400.04,52.41,0,0
53,F,Urbana,Dependiente,0,1070.57,653.0,3,1,75106,36,Comercial,Vehiculo,95669.48,382.16,46.24,3,0
29,F,Urbana,Comerciante,2,4366.11,591.0,4,4,61139,12,Comercial,Vehiculo,78039.72,409.43,44.27,3,0
34,M,Rural,Agricola,4,4589.1,827.0,4,8,9897,6,Comercial,Ninguna,11180.47,402.44,59.78,2,0
56,F,Urbana,Dependiente,17,4311.39,783.0,3,5,19798,6,Agricola,Vehiculo,27889.25,417.84,48.83,3,0
26,F,Urbana,Comerciante,11,4697.12,606.0,0,1,6656,48,Consumo,Vehiculo,3244.35,431.91,46.46,3,0
52,M,Urbana,Dependiente,11,3846.67,590.0,1,5,13193,12,Consumo,Inmueble,8221.69,412.94,39.14,2,0
30,M,Urbana,Dependiente,20,5762.36,749.0,5,8,137219,36,Consumo,Ninguna,89578.88,424.62,42.41,4,0
32,M,Rural,Dependiente,26,3643.09,719.0,2,3,127474,36,Comercial,Vehiculo,84941.48,431.8,44.15,3,0
35,M,Urbana,Comerciante,25,4151.61,648.0,4,0,103748,48,Agricola,Inmueble,71963.59,389.25,50.64,3,0
68,F,Rural,Comerciante,18,6810.46,640.0,0,1,145501,36,Comercial,Vehiculo,165348.94,467.15,45.86,1,0
50,F,Urbana,Dependiente,8,6587.1,659.0,5,4,84366,24,Agricola,Inmueble,52721.14,401.46,48.09,4,0
23,M,Urbana,Agricola,10,4752.22,761.0,2,9,64628,12,Comercial,Vehiculo,41562.69,432.91,39.4,2,0
44,M,Urbana,Agricola,16,3480.98,821.0,4,6,134474,6,Agricola,Inmueble,132389.32,391.6,56.43,1,0
40,M,Urbana,Agricola,15,1885.16,844.0,2,7,6642,36,Comercial,Vehiculo,3533.75,422.75,43.58,1,0
44,F,Urbana,Dependiente,3,4289.84,614.0,3,2,84746,36,Agricola,Ninguna,62531.11,423.67,49.41,4,0
51,M,Rural,Independiente,9,5313.09,685.0,5,8,8918,36,Agricola,Inmueble,3295.45,461.48,44.82,3,0
63,F,Urbana,Agricola,21,3346.14,801.0,0,1,119535,48,Consumo,Inmueble,172495.76,414.18,46.09,2,0
55,M,Urbana,Dependiente,14,4509.49,602.0,0,3,115438,6,Consumo,Vehiculo,78586.64,452.49,43.24,4,0
31,M,Rural,Dependiente,24,3942.5,619.0,5,3,149548,12,Comercial,Vehiculo,197410.92,427.26,49.78,1,0
53,M,Rural,Agricola,18,1744.49,752.0,1,5,22061,36,Agricola,Inmueble,20647.66,466.3,42.12,0,0
25,F,Urbana,Dependiente,2,4687.47,638.0,1,9,117408,24,Consumo,Ninguna,67375.12,375.5,49.89,2,0
52,F,Urbana,Comerciante,27,5196.14,547.0,2,5,21215,60,Consumo,Vehiculo,11288.78,432.05,47.29,0,0
36,F,Urbana,Dependiente,20,4755.07,606.0,3,2,121148,48,Consumo,Ninguna,137376.13,353.18,51.78,3,0
47,M,Rural,Comerciante,22,7080.0,769.0,2,8,114613,12,Comercial,Ninguna,167087.71,418.55,52.37,4,0
31,F,Rural,Dependiente,29,3985.01,702.0,4,4,57098,36,Agricola,Vehiculo,29672.9,445.52,46.09,3,0
37,F,Rural,Dependiente,4,3857.89,539.0,0,1,69764,12,Agricola,Inmueble,30591.89,456.14,50.2,4,0
66,M,Rural,Dependiente,10,7966.34,625.0,2,5,94271,48,Consumo,Inmueble,72071.99,438.47,45.31,1,0
42,M,Urbana,Agricola,23,2502.01,844.0,2,2,141515,60,Consumo,Inmueble,109330.62,412.74,55.9,3,0
57,F,Rural,Agricola,4,3508.29,674.0,5,7,124816,24,Comercial,Ninguna,158204.73,433.63,45.85,0,0
41,F,Urbana,Dependiente,6,5077.57,658.0,0,2,40276,36,Comercial,Vehiculo,34744.78,482.91,46.79,1,0
31,F,Urbana,Dependiente,5,6300.43,681.0,0,4,32711,24,Comercial,Ninguna,12265.1,421.88,45.19,4,0
43,F,Urbana,Independiente,29,5995.74,698.0,1,3,40764,48,Consumo,Ninguna,57265.32,444.03,43.6,1,0
55,M,Rural,Independiente,25,2836.19,645.0,1,3,5844,24,Consumo,Ninguna,4370.29,409.27,60.2,0,0
40,M,Rural,Agricola,12,7104.23,801.0,0,1,108181,48,Comercial,Ninguna,119241.22,446.76,50.92,2,0
39,M,Urbana,Dependiente,1,5242.5,638.0,2,7,103539,60,Agricola,Vehiculo,113994.98,442.65,48.41,4,0
65,F,Rural,Independiente,18,3189.01,769.0,4,2,25630,24,Comercial,Ninguna,9421.86,404.74,45.14,2,0
36,F,Rural,Agricola,10,3323.68,844.0,2,3,86132,12,Consumo,Vehiculo,26212.17,439.43,54.68,1,0
63,M,Urbana,Comerciante,26,4614.47,714.0,4,5,102510,12,Consumo,Inmueble,41582.61,440.62,44.73,3,0
68,M,Urbana,Agricola,19,7943.72,586.0,0,8,147236,48,Agricola,Inmueble,213173.78,438.5,48.72,4,0
20,F,Rural,Dependiente,4,4839.92,697.0,5,3,18025,12,Agricola,Inmueble,22581.57,418.97,61.22,1,0
59,F,Urbana,Dependiente,8,7929.06,629.0,4,2,5839,60,Comercial,Inmueble,2676.68,450.73,42.26,4,0
36,M,Urbana,Independiente,5,5904.94,761.0,1,4,39937,24,Comercial,Vehiculo,41448.37,396.63,51.24,0,0
26,M,Rural,Independiente,16,2480.32,699.0,5,8,114074,24,Comercial,Inmueble,117994.55,420.24,49.73,1,0
45,M,Rural,Comerciante,18,6752.02,669.0,0,0,47660,36,Comercial,Inmueble,14329.98,422.79,51.17,3,0
37,F,Urbana,Agricola,22,2989.36,589.0,3,4,116911,48,Consumo,Ninguna,95268.1,449.28,46.29,4,1
62,F,Rural,Independiente,7,3515.82,513.0,4,3,34260,12,Consumo,Inmueble,39540.51,395.84,44.45,3,0
24,F,Urbana,Independiente,6,4941.2,607.0,4,4,97200,60,Comercial,Vehiculo,50947.52,426.03,49.36,3,0
31,F,Urbana,Independiente,4,4454.5,739.0,5,6,24206,48,Comercial,Ninguna,31978.17,407.69,45.26,0,0
26,F,Urbana,Dependiente,14,5929.46,786.0,3,6,56763,12,Agricola,Vehiculo,62005.96,422.74,34.01,2,0
36,F,Urbana,Dependiente,9,5302.76,652.0,3,6,84059,36,Consumo,Vehiculo,25916.16,429.81,43.05,1,0
64,M,Rural,Independiente,23,4311.31,595.0,0,0,7794,24,Consumo,Vehiculo,10334.04,388.04,46.1,2,0
69,M,Urbana,Dependiente,15,7218.28,697.0,5,8,149711,24,Comercial,Ninguna,48398.58,451.6,41.53,2,0
31,F,Urbana,Dependiente,8,3740.74,742.0,2,6,118973,60,Agricola,Vehiculo,162459.36,430.7,48.91,0,0
55,M,Urbana,Dependiente,6,2899.96,750.0,3,3,42961,6,Agricola,Vehiculo,30092.58,398.54,43.45,3,0
53,F,Rural,Dependiente,10,5241.28,698.0,4,3,86801,48,Comercial,Inmueble,98812.55,411.47,47.74,3,0
57,M,Urbana,Dependiente,8,4470.91,850.0,3,1,12736,12,Agricola,Inmueble,15855.26,457.35,61.01,1,0
34,F,Urbana,Agricola,16,4892.6,794.0,0,5,60395,6,Comercial,Inmueble,38503.18,430.4,55.36,0,0
47,M,Urbana,Independiente,29,5681.06,570.0,0,9,81338,48,Comercial,Ninguna,59191.63,395.88,51.55,4,1
26,M,Rural,Independiente,8,4203.85,548.0,4,2,115946,12,Comercial,Vehiculo,105678.99,400.41,58.86,3,1
50,F,Urbana,Independiente,2,7473.77,578.0,4,0,80757,36,Consumo,Vehiculo,80694.8,435.62,47.56,1,0
69,F,Urbana,Comerciante,21,4923.98,785.0,4,4,70385,48,Comercial,Vehiculo,45781.94,438.62,47.63,4,0
42,M,Urbana,Dependiente,7,3779.37,526.0,2,5,66285,12,Consumo,Ninguna,98822.61,429.07,41.67,2,0
31,M,Rural,Independiente,18,5443.33,721.0,4,4,121862,24,Agricola,Vehiculo,144334.04,412.71,55.67,0,0
28,F,Urbana,Dependiente,19,4363.23,665.0,5,4,136688,48,Agricola,Vehiculo,85974.35,440.24,59.74,4,0
52,M,Urbana,Independiente,15,4681.27,568.0,0,9,91100,12,Comercial,Vehiculo,97342.05,412.2,53.44,3,1
58,F,Urbana,Comerciante,6,2730.19,702.0,0,7,66659,60,Comercial,Ninguna,54823.39,398.63,56.54,1,0
31,F,Urbana,Agricola,27,2911.53,664.0,3,9,68713,24,Agricola,Vehiculo,91552.83,459.67,31.58,1,1
47,M,Rural,Agricola,6,6198.54,753.0,4,0,149959,24,Comercial,Inmueble,104182.53,432.22,62.04,0,1
58,F,Urbana,Independiente,19,2525.03,534.0,2,7,47811,6,Comercial,Vehiculo,25121.08,400.38,47.37,2,0
21,M,Rural,Agricola,24,4304.2,600.0,5,6,147181,12,Consumo,Inmueble,52302.76,423.36,62.14,3,1
21,M,Rural,Dependiente,12,5021.36,601.0,1,0,64387,6,Comercial,Vehiculo,95368.16,420.68,58.39,2,1
45,F,Urbana,Independiente,2,6760.84,740.0,3,8,134196,60,Comercial,Inmueble,98106.13,411.25,52.63,0,0
25,M,Rural,Independiente,11,3729.96,659.0,5,3,102558,6,Consumo,Ninguna,57906.52,425.84,45.94,0,0
19,F,Rural,Dependiente,23,5714.24,786.0,2,6,68949,36,Consumo,Ninguna,61373.03,396.79,48.95,2,0
58,F,Rural,Dependiente,7,4307.16,644.0,4,2,7089,6,Comercial,Vehiculo,4607.62,441.84,36.54,4,0
63,F,Urbana,Agricola,12,1011.81,700.0,2,7,6833,6,Comercial,Inmueble,3959.59,419.85,53.58,4,0
39,M,Urbana,Dependiente,19,4573.72,814.0,1,3,147820,36,Comercial,Vehiculo,153682.75,379.76,32.67,0,0
58,F,Urbana,Dependiente,15,4392.95,520.0,5,1,50308,36,Agricola,Vehiculo,19610.97,414.3,46.21,4,0
33,M,Rural,Independiente,6,5180.19,683.0,2,1,43083,48,Agricola,Ninguna,39239.63,404.6,57.26,4,0
46,F,Urbana,Dependiente,3,3471.76,677.0,1,7,116605,6,Comercial,Vehiculo,89193.21,345.24,52.32,1,0
66,F,Urbana,Agricola,28,3642.36,609.0,1,7,80674,24,Consumo,Vehiculo,75755.72,416.1,38.82,2,0
65,F,Urbana,Independiente,11,6421.71,665.0,5,0,2702,36,Comercial,Inmueble,1849.6,445.92,39.96,1,0
47,M,Urbana,Agricola,16,3962.17,708.0,1,5,22773,12,Agricola,Vehiculo,22417.4,417.3,44.42,1,0
29,M,Urbana,Dependiente,0,1438.51,613.0,5,8,144497,48,Agricola,Vehiculo,57536.14,437.7,48.47,0,0
52,F,Urbana,Agricola,29,5284.71,685.0,2,8,39575,48,Comercial,Ninguna,29736.29,420.21,53.26,0,0
28,F,Urbana,Comerciante,16,5880.1,588.0,4,1,21098,6,Comercial,Ninguna,12342.29,408.59,51.62,0,0
63,M,Rural,Dependiente,1,5866.02,662.0,0,7,73519,60,Comercial,Vehiculo,60705.2,401.71,41.65,1,0
67,M,Urbana,Dependiente,5,3515.47,764.0,0,7,129699,24,Comercial,Vehiculo,100906.25,387.93,51.71,3,0
38,M,Rural,Comerciante,11,4500.37,768.0,2,3,3397,60,Consumo,Vehiculo,3592.06,443.14,52.35,1,1
38,F,Urbana,Dependiente,25,5350.04,786.0,4,3,27770,60,Comercial,Inmueble,29283.72,438.27,50.93,1,0
22,M,Urbana,Dependiente,10,6042.26,671.0,0,4,39222,36,Comercial,Ninguna,31222.19,413.04,62.87,1,0
65,F,Rural,Dependiente,20,5303.33,651.0,1,9,94737,12,Consumo,Vehiculo,49068.82,369.39,52.36,4,0
37,M,Rural,Dependiente,10,5741.0,746.0,2,6,50033,6,Consumo,Inmueble,49947.76,431.8,53.81,4,0
54,F,Urbana,Dependiente,17,3328.56,785.0,2,0,66879,24,Comercial,Vehiculo,97631.2,397.38,59.26,0,0
20,F,Rural,Independiente,7,835.85,688.0,3,8,79475,6,Consumo,Vehiculo,41528.17,423.6,53.1,1,0
61,F,Rural,Agricola,24,6185.91,816.0,3,2,16950,6,Comercial,Vehiculo,6489.66,381.47,44.69,1,0
50,M,Rural,Dependiente,6,2986.37,744.0,3,3,97081,48,Comercial,Vehiculo,59944.94,422.3,55.46,0,0
26,M,Urbana,Agricola,27,4225.73,629.0,5,6,49787,60,Comercial,Ninguna,39605.78,416.72,45.59,2,0
26,M,Urbana,Independiente,13,5792.55,640.0,4,4,89768,12,Comercial,Ninguna,59913.51,359.76,42.1,3,1
21,F,Urbana,Comerciante,15,4542.7,676.0,2,4,91150,12,Comercial,Ninguna,118645.55,460.45,42.62,3,0
52,F,Urbana,Comerciante,11,5624.27,539.0,3,0,96551,12,Comercial,Inmueble,86088.08,411.86,55.39,2,0
34,M,Urbana,Agricola,8,8427.77,630.0,2,1,107350,12,Consumo,Ninguna,63911.19,413.52,51.72,0,0
51,F,Rural,Comerciante,19,5382.43,783.0,1,4,128943,36,Comercial,Inmueble,185708.72,433.37,54.37,2,1
41,F,Urbana,Agricola,28,3334.18,801.0,3,1,63926,36,Comercial,Inmueble,28771.52,418.73,51.75,3,0
49,F,Urbana,Comerciante,22,2184.46,706.0,2,0,5986,12,Agricola,Vehiculo,2678.7,429.1,49.13,2,0
18,M,Urbana,Dependiente,20,5582.69,721.0,4,9,79485,24,Consumo,Inmueble,47241.26,391.39,49.91,1,0
25,F,Rural,Dependiente,15,4630.41,652.0,5,2,132307,36,Consumo,Ninguna,51881.09,416.45,51.55,4,0
62,M,Urbana,Agricola,20,2293.66,622.0,4,0,140065,36,Comercial,Vehiculo,168355.78,372.27,44.39,1,0
40,M,Rural,Independiente,18,6386.51,731.0,4,9,146908,24,Consumo,Inmueble,99217.7,414.06,40.26,3,0
64,M,Urbana,Agricola,15,5658.64,640.0,3,7,71760,12,Consumo,Ninguna,84375.81,456.13,45.09,4,0
57,M,Rural,Comerciante,8,4481.46,832.0,4,7,66587,6,Consumo,Ninguna,80922.18,382.35,51.26,4,0
29,M,Rural,Dependiente,12,7998.89,717.0,5,7,76108,36,Comercial,Ninguna,44524.87,411.23,44.11,2,0
29,F,Urbana,Agricola,25,6137.07,720.0,0,6,9498,6,Comercial,Vehiculo,8757.5,366.9,60.78,1,0
63,M,Rural,Dependiente,4,2914.97,585.0,5,6,46066,6,Agricola,Ninguna,42542.44,420.2,50.65,2,0
64,M,Urbana,Dependiente,21,6376.21,471.0,1,1,90529,24,Consumo,Vehiculo,121819.2,431.65,48.72,3,0
32,M,Urbana,Independiente,18,4907.87,720.0,5,8,13485,12,Consumo,Inmueble,4460.26,429.59,44.36,4,0
58,F,Urbana,Dependiente,9,7529.29,635.0,2,6,70136,60,Consumo,Ninguna,47703.73,404.95,53.49,2,0
36,F,Urbana,Independiente,6,6008.77,769.0,0,4,47264,6,Comercial,Inmueble,64231.17,366.4,40.73,4,0
43,F,Rural,Independiente,8,5274.89,598.0,3,3,46606,12,Comercial,Ninguna,27225.54,388.96,49.89,1,0
69,F,Urbana,Dependiente,24,5183.8,632.0,2,7,37346,48,Comercial,Ninguna,17338.1,451.41,45.39,3,0
46,M,Urbana,Agricola,13,2598.42,781.0,5,4,104865,60,Comercial,Ninguna,103959.69,441.97,48.73,1,0
39,M,Urbana,Independiente,14,3680.76,719.0,2,5,116192,60,Comercial,Inmueble,77506.12,417.72,50.92,2,0
57,F,Urbana,Dependiente,12,4833.36,590.0,4,3,124016,60,Agricola,Inmueble,106747.19,424.06,41.13,2,0
38,F,Urbana,Dependiente,9,2305.2,683.0,2,1,54166,12,Consumo,Ninguna,69549.97,394.31,37.97,0,0
68,F,Rural,Comerciante,13,5247.5,850.0,2,6,40075,24,Comercial,Ninguna,37062.82,452.27,42.41,1,0
55,F,Urbana,Agricola,25,3310.76,693.0,5,1,79675,24,Consumo,Inmueble,73226.72,402.02,53.28,3,0
37,M,Urbana,Dependiente,20,3870.91,667.0,1,6,104446,48,Consumo,Vehiculo,66199.88,430.93,50.24,4,0
46,F,Urbana,Dependiente,22,5637.12,761.0,5,6,5806,24,Comercial,Ninguna,7265.85,386.8,45.58,0,0
68,F,Urbana,Agricola,28,3610.48,712.0,3,0,30357,12,Agricola,Vehiculo,36057.36,415.54,59.81,3,0
21,F,Urbana,Independiente,11,5251.18,810.0,0,9,59877,60,Consumo,Inmueble,34785.22,451.21,55.71,1,0
24,F,Rural,Dependiente,27,4731.95,748.0,4,9,111137,12,Consumo,Ninguna,76018.31,396.33,54.26,4,0
45,F,Urbana,Independiente,28,2806.2,762.0,1,2,54155,60,Agricola,Ninguna,67496.29,438.73,43.65,3,0
45,F,Urbana,Independiente,18,5910.23,814.0,0,2,59051,12,Agricola,Ninguna,43063.61,392.98,54.19,0,0
21,F,Urbana,Agricola,5,5992.41,653.0,0,5,125503,24,Comercial,Vehiculo,98428.43,397.45,50.04,4,1
39,M,Urbana,Dependiente,11,6079.37,626.0,1,2,74147,12,Comercial,Ninguna,54668.19,419.78,43.67,1,0
29,M,Rural,Independiente,23,7552.29,559.0,4,8,128117,36,Agricola,Inmueble,63284.55,444.29,47.38,4,1
62,M,Urbana,Dependiente,12,3842.18,661.0,3,4,77742,60,Consumo,Inmueble,55124.97,412.55,41.77,1,0
20,M,Urbana,Comerciante,7,1380.57,562.0,1,5,98486,60,Comercial,Vehiculo,124439.26,435.46,43.72,2,1
39,M,Rural,Agricola,15,3448.79,713.0,1,5,133779,48,Comercial,Ninguna,118968.38,448.6,41.13,2,0
61,M,Urbana,Agricola,1,6035.19,625.0,1,7,23290,36,Consumo,Inmueble,19793.26,400.72,53.74,1,0
19,F,Urbana,Agricola,21,4369.81,767.0,4,9,85875,12,Comercial,Vehiculo,41874.49,381.87,47.57,3,1
41,F,Urbana,Independiente,6,2252.36,750.0,1,2,20311,24,Consumo,Vehiculo,10421.25,411.11,42.35,0,0
51,M,Urbana,Comerciante,11,1806.52,645.0,1,8,49175,48,Agricola,Inmueble,17286.99,451.83,51.1,2,0
44,F,Rural,Dependiente,6,6772.57,768.0,2,6,3720,36,Comercial,Inmueble,1178.3,399.68,48.01,3,0
58,M,Urbana,Agricola,18,5473.73,693.0,2,5,36790,12,Agricola,Vehiculo,32581.84,445.37,54.3,4,0
18,F,Rural,Dependiente,13,3705.33,521.0,2,0,82285,24,Comercial,Vehiculo,65093.92,413.44,48.8,2,0
25,F,Urbana,Dependiente,29,7512.02,591.0,2,3,116066,12,Consumo,Ninguna,73174.17,463.91,39.38,3,1
40,F,Rural,Independiente,8,8738.25,615.0,1,4,91328,60,Consumo,Inmueble,135901.16,476.14,45.02,0,0
55,F,Urbana,Agricola,17,6155.75,681.0,2,1,23442,36,Consumo,Inmueble,18228.39,445.79,41.06,4,0
23,F,Urbana,Agricola,10,5708.55,641.0,0,0,24802,36,Comercial,Vehiculo,30918.58,378.83,51.38,2,0
39,F,Urbana,Independiente,15,5345.21,632.0,3,1,13721,48,Consumo,Inmueble,7582.98,359.92,54.51,2,0
42,M,Urbana,Independiente,18,5869.1,732.0,2,7,36757,24,Comercial,Inmueble,21923.69,421.53,38.74,0,0
35,M,Urbana,Comerciante,10,7633.39,751.0,4,9,92402,6,Agricola,Ninguna,90745.2,442.67,47.25,1,0
34,F,Rural,Dependiente,17,2943.65,624.0,3,5,2939,12,Comercial,Vehiculo,895.91,432.53,54.92,2,0
29,M,Rural,Agricola,10,3957.48,604.0,5,9,120382,24,Comercial,Ninguna,38631.85,401.91,38.65,1,0
23,F,Urbana,Independiente,24,4423.54,794.0,5,1,32989,6,Comercial,Inmueble,15526.68,382.85,45.39,0,0
43,M,Urbana,Dependiente,3,5418.89,850.0,0,8,131404,24,Agricola,Ninguna,74604.0,443.24,48.0,0,0
44,F,Rural,Dependiente,17,7004.68,595.0,3,7,74251,12,Comercial,Vehiculo,69307.33,466.46,54.4,3,0
25,M,Urbana,Independiente,18,5160.53,760.0,3,3,15454,12,Comercial,Vehiculo,17362.19,403.25,51.27,2,0
36,F,Rural,Dependiente,12,5500.37,667.0,0,9,133449,48,Agricola,Ninguna,89978.57,440.63,52.49,4,1
59,M,Urbana,Dependiente,3,5582.75,741.0,5,6,36523,36,Consumo,Ninguna,21434.81,485.07,51.61,4,0
18,F,Urbana,Dependiente,29,4536.94,594.0,2,2,31807,36,Comercial,Vehiculo,40947.49,415.26,45.76,0,0
46,M,Urbana,Dependiente,9,3834.19,567.0,0,5,19467,36,Comercial,Ninguna,9642.64,415.76,57.86,4,0
62,F,Urbana,Independiente,28,4619.48,579.0,4,2,38177,48,Consumo,Vehiculo,42528.87,433.99,43.97,4,0
